train_mse,test_mse,train,test
0.4828932583332062,0.4768747389316559,8.394335746765137,8.230879783630371
0.482890784740448,0.4768601357936859,8.236895561218262,8.076560974121094
0.48288676142692566,0.4768434464931488,8.082587242126465,7.925310134887695
0.4828817546367645,0.47682905197143555,7.9313483238220215,7.777071952819824
0.48287874460220337,0.47681450843811035,7.783121585845947,7.631783485412598
0.4828738272190094,0.47680050134658813,7.637842655181885,7.489386558532715
0.482869029045105,0.4767860174179077,7.495455265045166,7.349822044372559
0.4828633666038513,0.4767724573612213,7.355899333953857,7.213036060333252
0.48285797238349915,0.47676023840904236,7.219121932983398,7.078973293304443
0.4828524589538574,0.47674837708473206,7.0850653648376465,6.9475789070129395
0.48284608125686646,0.4767347574234009,6.953676700592041,6.8187971115112305
0.48283910751342773,0.4767243266105652,6.824901580810547,6.6925811767578125
0.4828331768512726,0.4767116606235504,6.698690414428711,6.568874835968018
0.482825368642807,0.47670096158981323,6.57498836517334,6.447630882263184
0.48281848430633545,0.476689875125885,6.45374870300293,6.328800678253174
0.48281100392341614,0.47667810320854187,6.334921836853027,6.212333679199219
0.48280203342437744,0.4766670763492584,6.2184576988220215,6.098184585571289
0.4827937185764313,0.47665640711784363,6.104311466217041,5.986309051513672
0.4827848970890045,0.47664546966552734,5.992437362670898,5.876657485961914
0.4827759265899658,0.4766343832015991,5.882787704467773,5.769189357757568
0.48276522755622864,0.47662457823753357,5.775320053100586,5.663860321044922
0.48275578022003174,0.476615846157074,5.669991493225098,5.560628414154053
0.4827462136745453,0.4766058623790741,5.566758632659912,5.459449291229248
0.4827355146408081,0.4765959084033966,5.465579032897949,5.360283374786377
0.48272469639778137,0.4765860438346863,5.366412162780762,5.263091087341309
0.4827140271663666,0.4765760004520416,5.269219398498535,5.167832851409912
0.48270225524902344,0.4765663743019104,5.173959255218506,5.074470043182373
0.4826907217502594,0.47655725479125977,5.080594539642334,4.98296594619751
0.4826788008213043,0.4765474498271942,4.9890875816345215,4.893282413482666
0.4826664328575134,0.47653719782829285,4.899401664733887,4.80538272857666
0.48265427350997925,0.47652822732925415,4.81149959564209,4.71923303604126
0.48264285922050476,0.4765191674232483,4.725347518920898,4.634798049926758
0.48263049125671387,0.4765097200870514,4.640909194946289,4.5520429611206055
0.4826185405254364,0.4765003025531769,4.558151721954346,4.470934867858887
0.4826054275035858,0.4764908254146576,4.477039813995361,4.391439437866211
0.48259133100509644,0.47648176550865173,4.397540092468262,4.3135271072387695
0.48257872462272644,0.476472407579422,4.319623947143555,4.2371649742126465
0.48256510496139526,0.47646364569664,4.243257522583008,4.162322998046875
0.48255112767219543,0.47645506262779236,4.168410301208496,4.088970184326172
0.48253753781318665,0.4764478802680969,4.095052719116211,4.017078399658203
0.48252466320991516,0.4764392375946045,4.023155212402344,3.94661545753479
0.4825112521648407,0.47642967104911804,3.9526875019073486,3.877554416656494
0.4824967384338379,0.47642067074775696,3.8836214542388916,3.809868097305298
0.4824824929237366,0.47641146183013916,3.815929889678955,3.743527889251709
0.4824681282043457,0.4764033555984497,3.749584436416626,3.67850923538208
0.48245441913604736,0.47639453411102295,3.6845602989196777,3.61478328704834
0.48244017362594604,0.47638651728630066,3.6208291053771973,3.5523269176483154
0.48242661356925964,0.4763778746128082,3.5583670139312744,3.491112470626831
0.4824143946170807,0.4763694703578949,3.4971489906311035,3.4311156272888184
0.48240014910697937,0.47636139392852783,3.4371464252471924,3.372313976287842
